Design,Initial_Area,Initial_Delay,Initial_QoR,Recipe,Tool1,Tool2,Tool3,Tool4,Tool5,Tool6,Tool7,Tool8,Tool9,Tool10,Tool11,Tool12,Tool13,Tool14,Tool15,Tool16,Tool17,Tool18,Tool19,Tool20,Final_Area,Final_Delay,Final_QoR
pci_orig.bench,13074.12,465.75,6079410,"b;rwz;rwz;st;rwz;f;st;rwz;rs;rw;st;rw;rwz;rf;rf;b;b;rf;rw;rfz",1,6,6,5,6,7,5,6,4,2,5,2,6,3,3,1,1,3,2,8,11323.77,578.11,6544694
pci_orig.bench,13074.12,465.75,6079410,"b;rfz;rw;b;f;st;rw;st;rwz;b;rwz;rs;f;rfz;st;f;rs;rw;st;rwz",1,8,2,1,7,5,2,5,6,1,6,4,7,8,5,7,4,2,5,6,11994.42,420.19,5037480
pci_orig.bench,13074.12,465.75,6079410,"b;b;rwz;f;rfz;rs;b;rs;rfz;f;rwz;rw;b;rfz;st;rwz;rw;rs;rwz;rw",1,1,6,7,8,4,1,4,8,7,6,2,1,8,5,6,2,4,6,2,11521.19,627.50,7223667
pci_orig.bench,13074.12,465.75,6079410,"b;rwz;rs;rw;rfz;rwz;rw;rwz;rwz;rf;rs;f;rs;b;f;st;b;rs;rwz;rfz",1,6,4,2,8,6,2,6,6,3,4,7,4,1,7,5,1,4,6,8,11949.29,429.46,5126121
pci_orig.bench,13074.12,465.75,6079410,"st;rw;b;rwz;rw;f;b;st;rwz;st;f;st;f;rwz;rf;rs;st;rw;st;rw",5,2,1,6,2,7,1,5,6,5,7,5,7,6,3,4,5,2,5,2,11510.96,548.69,6307480
pci_orig.bench,13074.12,465.75,6079410,"st;f;rfz;rw;rf;b;rwz;b;rfz;st;b;b;rw;rfz;st;rwz;rf;rf;f;rw",5,7,8,2,3,1,6,1,8,5,1,1,2,8,5,6,3,3,7,2,12043.30,408.90,4913544
pci_orig.bench,13074.12,465.75,6079410,"st;b;rs;b;f;b;rf;rs;rf;b;st;b;f;rwz;st;rwz;rw;st;rs;b",5,1,4,1,7,1,3,4,3,1,5,1,7,6,5,6,2,5,4,1,11654.23,428.47,4987912
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;rfz;rf;b;rs;rs;rs;rf;rwz;rs;b;b;rw;st;b;b;rf;st;rf",5,8,8,3,1,4,4,4,3,6,4,1,1,2,5,1,1,3,5,3,11855.02,450.18,5334750
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;rw;f;rfz;rw;rwz;rf;rf;f;b;rfz;b;st;rf;rf;rs;rw;f;rfz",5,8,2,7,8,2,6,3,3,7,1,8,1,5,3,3,4,2,7,8,11927.40,413.13,4925851
pci_orig.bench,13074.12,465.75,6079410,"st;f;b;rw;rs;rfz;st;st;rfz;rw;rfz;b;f;rwz;rfz;b;rf;rs;rs;rwz",5,7,1,2,4,8,5,5,8,2,8,1,7,6,8,1,3,4,4,6,11400.45,608.87,6931200
pci_orig.bench,13074.12,465.75,6079410,"b;f;b;rwz;rw;rf;rfz;rw;rs;f;b;rf;rwz;rs;rw;b;f;f;rf;rs",1,7,1,6,2,3,8,2,4,7,1,3,6,4,2,1,7,7,3,4,11526.96,415.70,4783290
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;rwz;rwz;f;rfz;rw;rw;f;rw;rs;rfz;rs;b;st;rs;b;f;rf;f",5,6,6,6,7,8,2,2,7,2,4,8,4,1,5,4,1,7,3,7,11243.44,590.16,6633370
pci_orig.bench,13074.12,465.75,6079410,"st;b;rs;rw;rf;rw;rwz;rf;st;b;rfz;rf;rs;rw;rfz;rf;b;f;st;b",5,1,4,2,3,2,6,3,5,1,8,3,4,2,8,3,1,7,5,1,11752.80,424.76,4982848
pci_orig.bench,13074.12,465.75,6079410,"b;rs;b;f;b;f;rs;rwz;rw;rwz;rf;rf;b;b;rw;st;rf;rs;rs;b",1,4,1,7,1,7,4,6,2,6,3,3,1,1,2,5,3,4,4,1,11545.77,428.47,4941260
pci_orig.bench,13074.12,465.75,6079410,"b;rf;rw;rfz;f;rf;rw;rfz;st;rfz;f;rwz;f;rw;f;rs;rfz;rs;rfz;rwz",1,3,2,8,7,3,2,8,5,8,7,6,7,2,7,4,8,4,8,6,11234.06,628.15,7054952
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;st;st;b;rw;rfz;rfz;b;b;b;rwz;rw;rwz;rf;b;rs;b;b;f",5,8,5,5,1,2,8,8,1,1,1,6,2,6,3,1,4,1,1,7,11621.93,419.89,4869199
pci_orig.bench,13074.12,465.75,6079410,"b;f;rf;rfz;f;st;rwz;rfz;f;rw;rwz;f;rfz;rw;f;rfz;rs;rwz;st;st",1,7,3,8,7,5,6,8,7,2,6,7,8,2,7,8,4,6,5,5,11845.67,438.61,5188110
pci_orig.bench,13074.12,465.75,6079410,"b;b;st;st;rw;rfz;st;rwz;rwz;rwz;rwz;rwz;st;st;rs;rwz;st;rwz;rs;rfz",1,1,5,5,2,8,5,6,6,6,6,6,5,5,4,6,5,6,4,8,11662.02,455.30,5306210
pci_orig.bench,13074.12,465.75,6079410,"b;rs;rw;f;rfz;rf;rfz;rfz;f;rfz;rs;rf;st;rf;rf;st;rfz;rwz;rf;rfz",1,4,2,7,8,3,8,8,7,8,4,3,5,3,3,5,8,6,3,8,11216.90,632.52,7088512
pci_orig.bench,13074.12,465.75,6079410,"b;f;rfz;rwz;rw;rw;rf;rwz;rwz;b;f;rwz;b;f;rfz;rs;rfz;rf;rf;f",1,7,8,6,2,2,3,6,6,1,7,6,1,7,8,4,8,3,3,7,11628.70,447.87,5197716
pci_orig.bench,13074.12,465.75,6079410,"b;rw;rs;b;rfz;rw;rw;rf;rwz;st;rf;rwz;rs;rs;rfz;rs;rf;rw;f;rf",1,2,4,1,8,2,2,3,6,5,3,6,4,4,8,4,3,2,7,3,11795.37,431.07,5083645
pci_orig.bench,13074.12,465.75,6079410,"st;rs;rfz;rf;f;rf;f;rf;st;st;b;rwz;rw;rs;rfz;f;st;b;rf;rwz",5,4,8,3,7,3,7,3,5,5,1,6,2,4,8,7,5,1,3,6,12082.90,403.68,4869046
pci_orig.bench,13074.12,465.75,6079410,"b;b;f;f;b;st;f;rw;f;rwz;b;rs;rf;f;rs;b;b;f;rfz;rwz",1,1,7,7,1,5,7,2,7,6,1,4,3,7,4,1,1,7,8,6,11524.34,433.79,4989892
pci_orig.bench,13074.12,465.75,6079410,"st;f;st;rfz;rs;rwz;b;st;rf;rs;rs;rs;st;st;rs;rfz;rf;rs;rs;b",5,7,5,8,4,6,1,5,3,4,4,4,5,5,4,8,3,4,4,1,12129.09,399.46,4839471
pci_orig.bench,13074.12,465.75,6079410,"b;rf;rwz;st;rw;rfz;rfz;b;rw;rfz;rwz;rs;b;rfz;rwz;b;b;rs;b;b",1,3,6,5,2,8,8,1,2,8,6,4,1,8,6,1,1,4,1,1,11868.39,442.24,5245656
pci_orig.bench,13074.12,465.75,6079410,"st;b;rs;st;rfz;f;rwz;rw;rwz;rfz;b;rfz;st;rfz;rw;rw;rs;rf;st;rs",5,1,4,5,8,7,6,2,6,8,1,8,5,8,2,2,4,3,5,4,11912.22,405.80,4824360
pci_orig.bench,13074.12,465.75,6079410,"b;rwz;rs;b;rw;rw;b;rw;b;rw;b;rw;b;f;f;rf;rfz;rfz;rs;b",1,6,4,1,2,2,1,2,1,2,1,2,1,7,7,3,8,8,4,1,11418.30,468.82,5343624
pci_orig.bench,13074.12,465.75,6079410,"b;st;b;rf;b;rwz;f;rwz;b;b;rwz;rw;rwz;f;st;rwz;rs;st;rfz;rwz",1,5,1,3,1,6,7,6,1,1,6,2,6,7,5,6,4,5,8,6,11569.61,442.20,5113498
pci_orig.bench,13074.12,465.75,6079410,"b;rf;rfz;rf;rw;st;b;b;rf;b;b;rfz;b;f;rs;rfz;st;rfz;rs;b",1,3,8,3,2,5,1,1,3,1,1,8,1,7,4,8,5,8,4,1,11913.59,470.31,5599110
pci_orig.bench,13074.12,465.75,6079410,"st;rw;rw;rwz;f;rw;rw;st;b;rw;rw;f;rfz;b;f;rf;st;rwz;rfz;st",5,2,2,6,7,2,2,5,1,2,2,7,8,1,7,3,5,6,8,5,11259.27,630.58,7093170
pci_orig.bench,13074.12,465.75,6079410,"b;rw;st;rw;rs;rw;b;f;rwz;rw;st;st;rf;rwz;rwz;b;rfz;rs;rw;st",1,2,5,2,4,2,1,7,6,2,5,5,3,6,6,1,8,4,2,5,11622.28,429.55,4985838
pci_orig.bench,13074.12,465.75,6079410,"b;rw;f;st;st;rw;rf;rf;rw;f;f;b;st;rw;rwz;f;f;rwz;f;rw",1,2,7,5,5,2,3,3,2,7,7,1,5,2,6,7,7,6,7,2,11193.94,625.20,6995625
pci_orig.bench,13074.12,465.75,6079410,"b;rf;st;f;rf;st;f;rf;rfz;rw;f;rf;rfz;st;b;rf;rs;b;f;b",1,3,5,7,3,5,7,3,8,2,7,3,8,5,1,3,4,1,7,1,11812.81,511.20,6035932
pci_orig.bench,13074.12,465.75,6079410,"b;rfz;b;rfz;rs;rw;st;rfz;rf;rf;rw;f;rwz;rf;rf;rfz;rw;rfz;rfz;rfz",1,8,1,8,4,2,5,8,3,3,2,7,6,3,3,8,2,8,8,8,11527.82,445.08,5129515
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;st;rs;rf;st;rw;rfz;rw;rs;f;rs;f;rwz;st;f;rfz;rw;rf;b",5,6,5,4,3,5,2,8,2,4,7,4,7,6,5,7,8,2,3,1,11900.56,427.59,5081300
pci_orig.bench,13074.12,465.75,6079410,"b;b;rs;rw;f;b;st;rf;f;f;rs;b;b;rf;st;rfz;st;rf;rwz;rf",1,1,4,2,7,1,5,3,7,7,4,1,1,3,5,8,5,3,6,3,11714.41,427.44,5001878
pci_orig.bench,13074.12,465.75,6079410,"b;rfz;b;f;st;rwz;f;b;rw;rfz;b;rfz;rw;rfz;rw;rf;rw;rwz;rf;b",1,8,1,7,5,6,7,1,2,8,1,8,2,8,2,3,2,6,3,1,11997.09,415.07,4978755
pci_orig.bench,13074.12,465.75,6079410,"st;st;rw;rwz;rf;b;rw;rf;st;rs;st;rf;rs;rs;rw;rs;rwz;st;rs;st",5,5,2,6,3,1,2,3,5,4,5,3,4,4,2,4,6,5,4,5,11862.46,451.09,5349762
pci_orig.bench,13074.12,465.75,6079410,"b;rs;st;rf;b;rfz;rwz;rfz;b;rw;f;b;st;b;rs;b;rwz;b;st;rf",1,4,5,3,1,8,6,8,1,2,7,1,5,1,4,1,6,1,5,3,11702.45,402.24,4704204
pci_orig.bench,13074.12,465.75,6079410,"b;rwz;st;rs;st;f;f;f;rfz;st;rfz;f;rf;f;b;rs;rwz;rs;rfz;b",1,6,5,4,5,7,7,7,8,5,8,7,3,7,1,4,6,4,8,1,11754.30,398.86,4678092
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;rwz;rwz;rf;st;rwz;rfz;rfz;rs;rw;rw;f;rf;rwz;st;f;rwz;b;f",5,6,6,6,3,5,6,8,8,4,2,2,7,3,6,5,7,6,1,7,11359.87,453.96,5145627
pci_orig.bench,13074.12,465.75,6079410,"b;st;rs;st;b;st;rf;rf;rs;b;f;rfz;st;rfz;f;rs;rw;rw;b;f",1,5,4,5,1,5,3,3,4,1,7,8,5,8,7,4,2,2,1,7,11763.91,465.75,5469795
pci_orig.bench,13074.12,465.75,6079410,"b;rs;rfz;rwz;rs;rf;rfz;rwz;rwz;rwz;rwz;rf;b;f;rfz;f;b;rf;b;st",1,4,8,6,4,3,8,6,6,6,6,3,1,7,8,7,1,3,1,5,11836.35,409.64,4840924
pci_orig.bench,13074.12,465.75,6079410,"b;rfz;rw;rfz;rwz;rwz;st;rwz;b;rs;rf;rs;rw;f;b;rf;rw;st;rf;rw",1,8,2,8,6,6,5,6,1,4,3,4,2,7,1,3,2,5,3,2,11951.03,427.50,5103077
pci_orig.bench,13074.12,465.75,6079410,"b;rwz;rf;f;rf;rfz;rw;rs;f;rf;rw;rw;rf;rfz;rfz;rfz;f;rf;st;b",1,6,3,7,3,8,2,4,7,3,2,2,3,8,8,8,7,3,5,1,11274.27,646.26,7283004
pci_orig.bench,13074.12,465.75,6079410,"b;st;rf;b;rfz;f;rwz;rfz;rs;rs;f;rf;rwz;rfz;rf;rs;f;b;rwz;rs",1,5,3,1,8,7,6,8,4,4,7,3,6,8,3,4,7,1,6,4,11707.34,425.59,4975475
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;rfz;rs;rwz;f;rfz;rwz;rwz;rf;f;st;rf;rf;rw;rwz;rs;rs;f;rf",5,6,8,4,6,7,8,6,6,3,7,5,3,3,2,6,4,4,7,3,12008.77,447.05,5367576
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;rf;rf;b;rs;rwz;rfz;st;rw;rfz;rs;rs;rs;rf;rs;st;rw;rs;st",5,6,3,3,1,4,6,8,5,2,8,4,4,4,3,4,5,2,4,5,11783.46,450.84,5302350
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;rw;b;rw;rwz;st;f;f;b;rf;rfz;rw;rs;rw;rw;rfz;f;f;f",5,8,2,1,2,6,5,7,7,1,3,8,2,4,2,2,8,7,7,7,11716.18,424.96,4967584
pci_orig.bench,13074.12,465.75,6079410,"b;st;st;b;rfz;rw;st;rs;b;rf;rw;rw;f;f;st;b;st;rfz;rwz;rwz",1,5,5,1,8,2,5,4,1,3,2,2,7,7,5,1,5,8,6,6,11815.14,429.10,5068635
pci_orig.bench,13074.12,465.75,6079410,"b;rw;st;rf;f;rw;st;rs;f;rwz;rwz;rwz;f;rwz;rs;f;st;rfz;rwz;f",1,2,5,3,7,2,5,4,7,6,6,6,7,6,4,7,5,8,6,7,11356.42,489.18,5553084
pci_orig.bench,13074.12,465.75,6079410,"st;b;f;rs;rw;f;rfz;rs;rs;b;rfz;rfz;rf;rf;st;rs;f;rs;f;b",5,1,7,4,2,7,8,4,4,1,8,8,3,3,5,4,7,4,7,1,11517.36,473.72,5447541
pci_orig.bench,13074.12,465.75,6079410,"b;rf;rfz;b;b;rw;rfz;f;b;b;rwz;f;rs;b;rf;st;rfz;rf;rwz;rf",1,3,8,1,1,2,8,7,1,1,6,7,4,1,3,5,8,3,6,3,11714.48,469.18,5493866
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;rw;f;rf;st;rw;rf;rf;rw;rfz;st;b;b;rfz;rs;st;rw;f;rfz",5,6,2,7,3,5,2,3,3,2,8,5,1,1,8,4,5,2,7,8,11515.35,470.47,5412050
pci_orig.bench,13074.12,465.75,6079410,"b;rfz;f;rs;rs;f;rf;st;rwz;rfz;rw;rwz;b;rwz;rf;rwz;st;rw;b;rfz",1,8,7,4,4,7,3,5,6,8,2,6,1,6,3,6,5,2,1,8,11796.25,425.19,5013300
pci_orig.bench,13074.12,465.75,6079410,"b;f;rf;st;rf;rf;b;b;b;rf;rf;f;rs;f;rwz;rs;rw;rs;rw;rw",1,7,3,5,3,3,1,1,1,3,3,7,4,7,6,4,2,4,2,2,11615.58,437.62,5075755
pci_orig.bench,13074.12,465.75,6079410,"b;f;f;b;st;rs;st;rw;rwz;rf;rs;f;rfz;rfz;rw;b;b;rs;rs;rfz",1,7,7,1,5,4,5,2,6,3,4,7,8,8,2,1,1,4,4,8,11705.77,426.40,4986330
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;rf;rf;rw;rwz;st;b;rwz;rwz;st;rf;rs;rfz;rf;rf;rw;b;rf;rs",5,8,3,3,2,6,5,1,6,6,5,3,4,8,3,3,2,1,3,4,11819.66,432.44,5105808
pci_orig.bench,13074.12,465.75,6079410,"b;rf;st;rfz;rw;b;st;rw;f;rs;rw;st;rwz;rw;rfz;rf;rs;rwz;f;rwz",1,3,5,8,2,1,5,2,7,4,2,5,6,2,8,3,4,6,7,6,11426.36,514.05,5872964
pci_orig.bench,13074.12,465.75,6079410,"b;st;f;rs;st;rf;st;rf;rwz;st;rwz;f;f;rs;rwz;rwz;rwz;b;rfz;rs",1,5,7,4,5,3,5,3,6,5,6,7,7,4,6,6,6,1,8,4,11725.82,433.55,5076925
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;rw;rfz;rwz;rw;rfz;rf;rw;st;rf;st;rwz;b;rw;rf;rfz;rwz;rf;f",5,6,2,8,6,2,8,3,2,5,3,5,6,1,2,3,8,6,3,7,11277.20,474.82,5345298
pci_orig.bench,13074.12,465.75,6079410,"b;rwz;rfz;rf;b;st;rf;rfz;rf;rf;rwz;f;rfz;rw;rw;f;f;f;rf;b",1,6,8,3,1,5,3,8,3,3,6,7,8,2,2,7,7,7,3,1,11393.75,627.45,7143411
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;f;rs;st;rs;b;rfz;b;rs;st;rs;rfz;rfz;st;b;rw;f;st;f",5,6,7,4,5,4,1,8,1,4,5,4,8,8,5,1,2,7,5,7,11193.43,629.13,7040397
pci_orig.bench,13074.12,465.75,6079410,"b;rs;rw;rs;rfz;b;b;rw;rfz;b;b;b;st;st;rfz;rf;f;rf;rw;rf",1,4,2,4,8,1,1,2,8,1,1,1,5,5,8,3,7,3,2,3,11670.03,478.28,5578260
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;rs;f;rwz;rs;rf;rwz;rw;rs;rfz;rf;st;b;f;rf;f;rfz;f;st",5,6,4,7,6,4,3,6,2,4,8,3,5,1,7,3,7,8,7,5,11856.98,422.83,5003232
pci_orig.bench,13074.12,465.75,6079410,"st;f;rwz;rs;st;rf;rwz;rwz;rfz;f;f;rfz;rs;rf;f;f;st;rf;rf;rw",5,7,6,4,5,3,6,6,8,7,7,8,4,3,7,7,5,3,3,2,11805.44,447.29,5276835
pci_orig.bench,13074.12,465.75,6079410,"b;rs;rwz;b;rf;b;rfz;rfz;f;rw;rf;rf;rs;st;rfz;rw;rw;rs;b;rwz",1,4,6,1,3,1,8,8,7,2,3,3,4,5,8,2,2,4,1,6,11615.36,424.32,4924760
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;rwz;rf;rw;f;rfz;b;b;st;rfz;st;b;rf;f;b;rw;rfz;rs;rs",5,8,6,3,2,7,8,1,1,5,8,5,1,3,7,1,2,8,4,4,11674.33,424.54,4949776
pci_orig.bench,13074.12,465.75,6079410,"b;st;rw;rw;rw;b;st;rfz;rfz;rwz;rfz;rwz;rf;b;f;rs;rfz;f;f;rf",1,5,2,2,2,1,5,8,8,6,8,6,3,1,7,4,8,7,7,3,11854.26,472.92,5595088
pci_orig.bench,13074.12,465.75,6079410,"st;st;rf;st;rfz;b;f;st;rfz;f;rf;rw;f;rw;rwz;st;f;rf;rs;f",5,5,3,5,8,1,7,5,8,7,3,2,7,2,6,5,7,3,4,7,11933.55,433.82,5166989
pci_orig.bench,13074.12,465.75,6079410,"st;rf;rf;rwz;rw;rf;b;rf;rfz;f;rs;f;rw;rwz;rfz;st;rs;rs;rfz;rs",5,3,3,6,2,3,1,3,8,7,4,7,2,6,8,5,4,4,8,4,11649.53,436.20,5078964
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;b;rw;rf;rs;rf;f;rwz;rwz;rw;rf;rf;f;rf;b;rw;rw;st;rs",5,8,1,2,3,4,3,7,6,6,2,3,3,7,3,1,2,2,5,4,11677.61,419.50,4892663
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;f;st;rw;f;rf;rs;st;b;b;rw;rfz;rfz;rw;st;f;rs;b;rs",5,8,7,5,2,7,3,4,5,1,1,2,8,8,2,5,7,4,1,4,11728.16,478.28,5605984
pci_orig.bench,13074.12,465.75,6079410,"st;rf;rs;rs;rwz;rwz;rf;rw;rfz;f;rs;rwz;rw;b;rs;rwz;b;rwz;rfz;f",5,3,4,4,6,6,3,2,8,7,4,6,2,1,4,6,1,6,8,7,11828.13,445.68,5263460
pci_orig.bench,13074.12,465.75,6079410,"b;rf;rf;rwz;rwz;rw;rw;rfz;st;rw;rwz;rfz;rw;st;rs;st;b;rw;rwz;rf",1,3,3,6,6,2,2,8,5,2,6,8,2,5,4,5,1,2,6,3,11937.45,444.45,5300028
pci_orig.bench,13074.12,465.75,6079410,"b;rs;st;rfz;rwz;f;f;st;rwz;b;f;rwz;b;rwz;b;st;b;f;st;rwz",1,4,5,8,6,7,7,5,6,1,7,6,1,6,1,5,1,7,5,6,11800.94,436.66,5144800
pci_orig.bench,13074.12,465.75,6079410,"st;rf;st;b;st;rfz;rs;rs;st;rfz;b;st;st;rwz;rf;f;st;b;rw;rw",5,3,5,1,5,8,4,4,5,8,1,5,5,6,3,7,5,1,2,2,11802.84,422.79,4980444
pci_orig.bench,13074.12,465.75,6079410,"st;rs;st;rw;f;f;f;rwz;rf;rwz;f;rwz;st;rw;rwz;b;b;rw;rw;rf",5,4,5,2,7,7,7,6,3,6,7,6,5,2,6,1,1,2,2,3,11403.28,466.89,5313798
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;rf;st;rs;f;rw;f;rf;st;rwz;rwz;rwz;rf;b;rwz;f;rw;f;rwz",5,8,3,5,4,7,2,7,3,5,6,6,6,3,1,6,7,2,7,6,11829.38,413.07,4885377
pci_orig.bench,13074.12,465.75,6079410,"b;rfz;rfz;rs;rfz;f;rs;b;rs;rfz;rf;b;f;rwz;rs;st;rf;rwz;rf;b",1,8,8,4,8,7,4,1,4,8,3,1,7,6,4,5,3,6,3,1,11812.19,423.26,4996476
pci_orig.bench,13074.12,465.75,6079410,"st;rfz;rwz;rfz;rf;rw;st;rs;rfz;b;rfz;rs;rf;f;rwz;b;f;rw;rw;f",5,8,6,8,3,2,5,4,8,1,8,4,3,7,6,1,7,2,2,7,11644.55,434.05,5053496
pci_orig.bench,13074.12,465.75,6079410,"b;rw;rw;rwz;b;b;rfz;rfz;b;rf;rw;rfz;f;rs;f;rwz;rw;st;st;b",1,2,2,6,1,1,8,8,1,3,2,8,7,4,7,6,2,5,5,1,11115.50,580.27,6446700
pci_orig.bench,13074.12,465.75,6079410,"st;rf;rwz;f;rf;st;st;rfz;b;rw;rwz;rwz;rfz;rf;rw;b;rfz;st;rwz;st",5,3,6,7,3,5,5,8,1,2,6,6,8,3,2,1,8,5,6,5,11375.43,425.41,4834375
pci_orig.bench,13074.12,465.75,6079410,"b;st;st;rfz;rf;rwz;rs;rf;b;rw;rf;st;st;rwz;rf;b;st;rw;rf;rf",1,5,5,8,3,6,4,3,1,2,3,5,5,6,3,1,5,2,3,3,11818.51,434.34,5129012
pci_orig.bench,13074.12,465.75,6079410,"st;rf;rs;f;rw;b;rf;rw;rwz;f;b;st;st;f;rs;rwz;b;rs;st;st",5,3,4,7,2,1,3,2,6,7,1,5,5,7,4,6,1,4,5,5,11594.00,427.93,4950638
pci_orig.bench,13074.12,465.75,6079410,"b;st;rw;f;rw;f;b;rw;rwz;f;rw;f;rw;b;rfz;rf;st;f;rwz;rw",1,5,2,7,2,7,1,2,6,7,2,7,2,1,8,3,5,7,6,2,11197.68,614.28,6874958
pci_orig.bench,13074.12,465.75,6079410,"st;rf;rfz;rw;rw;rs;b;rfz;b;rs;st;rf;rw;st;rs;f;rs;b;f;b",5,3,8,2,2,4,1,8,1,4,5,3,2,5,4,7,4,1,7,1,11628.63,470.31,5465160
pci_orig.bench,13074.12,465.75,6079410,"st;f;rfz;rs;rw;st;b;rwz;b;st;rf;st;rf;st;rf;b;f;rw;rf;rwz",5,7,8,4,2,5,1,6,1,5,3,5,3,5,3,1,7,2,3,6,11600.15,460.17,5336000
pci_orig.bench,13074.12,465.75,6079410,"st;rf;b;rwz;rwz;b;f;rf;b;b;b;f;st;st;rwz;rwz;rs;rf;f;rf",5,3,1,6,6,1,7,3,1,1,1,7,5,5,6,6,4,3,7,3,11888.45,433.50,5147504
pci_orig.bench,13074.12,465.75,6079410,"st;st;rw;rfz;st;st;rfz;rs;b;rf;st;rfz;rwz;rw;rs;st;rf;st;rs;b",5,5,2,8,5,5,8,4,1,3,5,8,6,2,4,5,3,5,4,1,11763.61,434.23,5105142
pci_orig.bench,13074.12,465.75,6079410,"st;b;st;rs;rw;rs;rfz;st;rwz;rs;rwz;rfz;st;st;rw;rs;rw;rwz;rfz;rw",5,1,5,4,2,4,8,5,6,4,6,8,5,5,2,4,2,6,8,2,11702.16,452.03,5289304
pci_orig.bench,13074.12,465.75,6079410,"st;rf;rs;rfz;rfz;rw;st;rf;rwz;rf;rwz;f;f;rf;rs;st;rw;rfz;rf;b",5,3,4,8,8,2,5,3,6,3,6,7,7,3,4,5,2,8,3,1,11574.60,448.10,5185152
pci_orig.bench,13074.12,465.75,6079410,"b;rfz;rwz;b;rfz;st;rfz;rfz;rfz;rs;b;rfz;rf;rf;rfz;f;rs;rfz;rw;rfz",1,8,6,1,8,5,8,8,8,4,1,8,3,3,8,7,4,8,2,8,11673.94,413.99,4820949
pci_orig.bench,13074.12,465.75,6079410,"b;rfz;rw;st;rwz;rwz;b;rfz;b;rwz;rw;rfz;rwz;rs;st;rs;st;rfz;st;rf",1,8,2,5,6,6,1,8,1,6,2,8,6,4,5,4,5,8,5,3,11938.64,449.54,5360162
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;f;rf;b;rf;rwz;rs;rfz;rw;b;st;rw;f;rf;rs;st;rw;rf;b",5,6,7,3,1,3,6,4,8,2,1,5,2,7,3,4,5,2,3,1,11153.52,623.37,6948319
pci_orig.bench,13074.12,465.75,6079410,"st;rwz;rf;b;rfz;rwz;rw;f;b;rf;rs;rfz;st;b;st;rs;f;rw;st;st",5,6,3,1,8,6,2,7,1,3,4,8,5,1,5,4,7,2,5,5,11528.64,561.23,6467208
pci_orig.bench,13074.12,465.75,6079410,"st;st;rf;st;rw;rw;rwz;rwz;rs;rw;rf;b;b;st;rfz;rs;f;f;st;rf",5,5,3,5,2,2,6,6,4,2,3,1,1,5,8,4,7,7,5,3,11620.69,435.98,5054700
pci_orig.bench,13074.12,465.75,6079410,"b;st;rf;rw;b;rw;f;rs;b;rf;rwz;rs;rwz;f;f;f;rfz;f;rs;f",1,5,3,2,1,2,7,4,1,3,6,4,6,7,7,7,8,7,4,7,11614.33,435.02,5052090
pci_orig.bench,13074.12,465.75,6079410,"b;rw;rwz;st;rwz;rs;rs;f;st;b;rw;rs;f;rwz;st;rw;f;rwz;rs;b",1,2,6,5,6,4,4,7,5,1,2,4,7,6,5,2,7,6,4,1,11582.97,432.46,5003424
pci_orig.bench,13074.12,465.75,6079410,"st;rf;st;rf;b;rfz;rs;f;rwz;rw;f;rf;st;rs;st;rf;rw;rfz;rwz;b",5,3,5,3,1,8,4,7,6,2,7,3,5,4,5,3,2,8,6,1,11662.41,424.28,4944688
pci_orig.bench,13074.12,465.75,6079410,"b;f;b;rwz;b;rs;st;rf;rf;rs;st;rs;rf;f;rwz;rs;f;rwz;rfz;st",1,7,1,6,1,4,5,3,3,4,5,4,3,7,6,4,7,6,8,5,11828.02,433.55,5121524
pci_orig.bench,13074.12,465.75,6079410,"st;b;rwz;rfz;b;rfz;rfz;rf;rf;rw;st;b;rfz;rwz;rfz;rf;rs;rf;rfz;b",5,1,6,8,1,8,8,3,3,2,5,1,8,6,8,3,4,3,8,1,12082.09,424.73,5122768
pci_orig.bench,13074.12,465.75,6079410,"b;rw;rfz;rw;st;rw;rwz;st;f;f;b;rf;rs;rw;rs;b;rwz;b;rwz;st",1,2,8,2,5,2,6,5,7,7,1,3,4,2,4,1,6,1,6,5,11471.98,495.29,5678145
pci_orig.bench,13074.12,465.75,6079410,"b;f;rwz;rw;rwz;rfz;f;st;rs;rf;f;rf;rwz;rfz;rw;rf;f;b;rw;st",1,7,6,2,6,8,7,5,4,3,7,3,6,8,2,3,7,1,2,5,11690.49,469.29,5482610
